Geo Code,Geo Name,Line Number
"01N5X","N5X",133860
"01N5Y","N5Y",133987
"01N5Z","N5Z",134114
"01N6A","N6A",134241
"01N6B","N6B",134368
"01N6C","N6C",134495
"01N6E","N6E",134622
"01N6G","N6G",134749
"01N6H","N6H",134876
"01N6J","N6J",135003
"01N6K","N6K",135130
"01N6L","N6L",135257
"01N6M","N6M",135384
"01N6N","N6N",135511
"01N6P","N6P",135638
"01N7A","N7A",135765
"01N7G","N7G",135892
"01N7L","N7L",136019
"01N7M","N7M",136146
"01N7S","N7S",136273
"01N7T","N7T",136400
"01N7V","N7V",136527
"01N7W","N7W",136654
"01N7X","N7X",136781
"01N8A","N8A",136908
"01N8H","N8H",137035
"01N8M","N8M",137162
"01N8N","N8N",137289
"01N8P","N8P",137416
"01N8R","N8R",137543
"01N8S","N8S",137670
"01N8T","N8T",137797
"01N8W","N8W",137924
"01N8X","N8X",138051
"01N8Y","N8Y",138178
"01N9A","N9A",138305
"01N9B","N9B",138432
"01N9C","N9C",138559
"01N9E","N9E",138686
"01N9G","N9G",138813
"01N9H","N9H",138940
"01N9J","N9J",139067
"01N9K","N9K",139194
"01N9V","N9V",139321
"01N9Y","N9Y",139448
"01P0A","P0A",139575
"01P0B","P0B",139702
"01P0C","P0C",139829
"01P0E","P0E",139956
"01P0G","P0G",140083
"01P0H","P0H",140210
"01P0J","P0J",140337
"01P0K","P0K",140464
"01P0L","P0L",140591
"01P0M","P0M",140718
"01P0N","P0N",140845
"01P0P","P0P",140972
"01P0R","P0R",141099
"01P0S","P0S",141226
"01P0T","P0T",141353
"01P0V","P0V",141480
"01P0W","P0W",141607
"01P0X","P0X",141734
"01P1A","P1A",141861
"01P1B","P1B",141988
"01P1C","P1C",142115
"01P1H","P1H",142242
"01P1L","P1L",142369
"01P1P","P1P",142496
"01P2A","P2A",142623
"01P2B","P2B",142750
"01P2N","P2N",142877
"01P3A","P3A",143004
"01P3B","P3B",143131
"01P3C","P3C",143258
"01P3E","P3E",143385
"01P3G","P3G",143512
"01P3L","P3L",143639
"01P3N","P3N",143766
"01P3P","P3P",143893
"01P3Y","P3Y",144020
"01P4N","P4N",144147
"01P4P","P4P",144274
"01P4R","P4R",144401
"01P5A","P5A",144528
"01P5E","P5E",144655
"01P5N","P5N",144782
"01P6A","P6A",144909
"01P6B","P6B",145036
"01P6C","P6C",145163
"01P7A","P7A",145290
"01P7B","P7B",145417
"01P7C","P7C",145544
"01P7E","P7E",145671
"01P7G","P7G",145798
"01P7J","P7J",145925
"01P7K","P7K",146052
"01P7L","P7L",146179
"01P8N","P8N",146306
"01P8T","P8T",146433
"01P9A","P9A",146560
"01P9N","P9N",146687
"01R0A","R0A",146814
"01R0B","R0B",146941
"01R0C","R0C",147068
"01R0E","R0E",147195
"01R0G","R0G",147322
"01R0H","R0H",147449
"01R0J","R0J",147576
"01R0K","R0K",147703
"01R0L","R0L",147830
"01R0M","R0M",147957
"01R1A","R1A",148084
"01R1B","R1B",148211
"01R1C","R1C",148338
"01R1N","R1N",148465
"01R2C","R2C",148592
"01R2E","R2E",148719
"01R2G","R2G",148846
"01R2H","R2H",148973
"01R2J","R2J",149100
"01R2K","R2K",149227
"01R2L","R2L",149354
"01R2M","R2M",149481
"01R2N","R2N",149608
"01R2P","R2P",149735
"01R2R","R2R",149862
"01R2V","R2V",149989
"01R2W","R2W",150116
"01R2X","R2X",150243
"01R2Y","R2Y",150370
"01R3A","R3A",150497
"01R3B","R3B",150624
"01R3C","R3C",150751
"01R3E","R3E",150878
"01R3G","R3G",151005
"01R3H","R3H",151132
"01R3J","R3J",151259
"01R3K","R3K",151386
"01R3L","R3L",151513
"01R3M","R3M",151640
"01R3N","R3N",151767
"01R3P","R3P",151894
"01R3R","R3R",152021
"01R3S","R3S",152148
"01R3T","R3T",152275
"01R3V","R3V",152402
"01R3W","R3W",152529
"01R3X","R3X",152656
"01R3Y","R3Y",152783
"01R4A","R4A",152910
"01R4G","R4G",153037
"01R4H","R4H",153164
"01R4J","R4J",153291
"01R4K","R4K",153418
"01R4L","R4L",153545
"01R5A","R5A",153672
"01R5G","R5G",153799
"01R5H","R5H",153926
"01R6M","R6M",154053
"01R6W","R6W",154180
"01R7A","R7A",154307
"01R7B","R7B",154434
"01R7C","R7C",154561
"01R7N","R7N",154688
"01R8A","R8A",154815
"01R8N","R8N",154942
"01R9A","R9A",155069
"01S0A","S0A",155196
"01S0C","S0C",155323
"01S0E","S0E",155450
"01S0G","S0G",155577
"01S0H","S0H",155704
"01S0J","S0J",155831
"01S0K","S0K",155958
"01S0L","S0L",156085
"01S0M","S0M",156212
"01S0N","S0N",156339
"01S0P","S0P",156466
"01S2V","S2V",156593
"01S3N","S3N",156720
"01S4A","S4A",156847
"01S4H","S4H",156974
"01S4L","S4L",157101
"01S4M","S4M",157228
"01S4N","S4N",157355
"01S4P","S4P",157482
"01S4R","S4R",157609
"01S4S","S4S",157736
"01S4T","S4T",157863
"01S4V","S4V",157990
"01S4W","S4W",158117
"01S4X","S4X",158244
"01S4Y","S4Y",158371
"01S4Z","S4Z",158498
"01S6H","S6H",158625
"01S6J","S6J",158752
"01S6K","S6K",158879
"01S6V","S6V",159006
"01S6W","S6W",159133
"01S6X","S6X",159260
"01S7H","S7H",159387
"01S7J","S7J",159514
"01S7K","S7K",159641
"01S7L","S7L",159768
"01S7M","S7M",159895
"01S7N","S7N",160022
"01S7P","S7P",160149
"01S7R","S7R",160276
"01S7S","S7S",160403
"01S7T","S7T",160530
"01S7V","S7V",160657
"01S7W","S7W",160784
"01S9A","S9A",160911
"01S9H","S9H",161038
"01S9V","S9V",161165
"01S9X","S9X",161292
"01T0A","T0A",161419
"01T0B","T0B",161546
"01T0C","T0C",161673
"01T0E","T0E",161800
"01T0G","T0G",161927
"01T0H","T0H",162054
"01T0J","T0J",162181
"01T0K","T0K",162308
"01T0L","T0L",162435
"01T0M","T0M",162562
"01T0P","T0P",162689
"01T1A","T1A",162816
"01T1B","T1B",162943
"01T1C","T1C",163070
"01T1G","T1G",163197
"01T1H","T1H",163324
"01T1J","T1J",163451
"01T1K","T1K",163578
"01T1L","T1L",163705
"01T1M","T1M",163832
"01T1P","T1P",163959
"01T1R","T1R",164086
"01T1S","T1S",164213
"01T1V","T1V",164340
"01T1W","T1W",164467
"01T1X","T1X",164594
"01T1Y","T1Y",164721
"01T1Z","T1Z",164848
"01T2A","T2A",164975
"01T2B","T2B",165102
"01T2C","T2C",165229
"01T2E","T2E",165356
"01T2G","T2G",165483
"01T2H","T2H",165610
"01T2J","T2J",165737
"01T2K","T2K",165864
"01T2L","T2L",165991
"01T2M","T2M",166118
"01T2N","T2N",166245
"01T2P","T2P",166372
"01T2R","T2R",166499
"01T2S","T2S",166626
"01T2T","T2T",166753
"01T2V","T2V",166880
"01T2W","T2W",167007
"01T2X","T2X",167134
"01T2Y","T2Y",167261
"01T2Z","T2Z",167388
"01T3A","T3A",167515
"01T3B","T3B",167642
"01T3C","T3C",167769
"01T3E","T3E",167896
"01T3G","T3G",168023
"01T3H","T3H",168150
"01T3J","T3J",168277
"01T3K","T3K",168404
"01T3L","T3L",168531
"01T3M","T3M",168658
"01T3N","T3N",168785
"01T3P","T3P",168912
"01T3R","T3R",169039
"01T3S","T3S",169166
"01T3Z","T3Z",169293
"01T4A","T4A",169420
"01T4B","T4B",169547
"01T4C","T4C",169674
"01T4E","T4E",169801
"01T4G","T4G",169928
"01T4H","T4H",170055
"01T4J","T4J",170182
"01T4L","T4L",170309
"01T4M","T4M",170436
"01T4N","T4N",170563
"01T4P","T4P",170690
"01T4R","T4R",170817
"01T4S","T4S",170944
"01T4T","T4T",171071
"01T4V","T4V",171198
"01T4X","T4X",171325
"01T5A","T5A",171452
"01T5B","T5B",171579
"01T5C","T5C",171706
"01T5E","T5E",171833
"01T5G","T5G",171960
"01T5H","T5H",172087
"01T5J","T5J",172214
"01T5K","T5K",172341
"01T5L","T5L",172468
"01T5M","T5M",172595
"01T5N","T5N",172722
"01T5P","T5P",172849
"01T5R","T5R",172976
"01T5S","T5S",173103
"01T5T","T5T",173230
"01T5V","T5V",173357
"01T5W","T5W",173484
"01T5X","T5X",173611
"01T5Y","T5Y",173738
"01T5Z","T5Z",173865
"01T6A","T6A",173992
"01T6B","T6B",174119
"01T6C","T6C",174246
"01T6E","T6E",174373
"01T6G","T6G",174500
"01T6H","T6H",174627
"01T6J","T6J",174754
"01T6K","T6K",174881
"01T6L","T6L",175008
"01T6M","T6M",175135
"01T6P","T6P",175262
"01T6R","T6R",175389
"01T6S","T6S",175516
"01T6T","T6T",175643
"01T6V","T6V",175770
"01T6W","T6W",175897
"01T6X","T6X",176024
"01T7A","T7A",176151
"01T7E","T7E",176278
"01T7N","T7N",176405
"01T7P","T7P",176532
"01T7S","T7S",176659
"01T7V","T7V",176786
"01T7X","T7X",176913
"01T7Y","T7Y",177040
"01T7Z","T7Z",177167
"01T8A","T8A",177294
"01T8B","T8B",177421
"01T8C","T8C",177548
"01T8E","T8E",177675
"01T8G","T8G",177802
"01T8H","T8H",177929
"01T8L","T8L",178056
"01T8N","T8N",178183
"01T8R","T8R",178310
"01T8S","T8S",178437
"01T8T","T8T",178564
"01T8V","T8V",178691
"01T8W","T8W",178818
"01T8X","T8X",178945
"01T9A","T9A",179072
"01T9C","T9C",179199
"01T9E","T9E",179326
"01T9G","T9G",179453
"01T9H","T9H",179580
"01T9J","T9J",179707
"01T9K","T9K",179834
"01T9M","T9M",179961
"01T9N","T9N",180088
"01T9S","T9S",180215
"01T9V","T9V",180342
"01T9W","T9W",180469
"01T9X","T9X",180596
"01V0A","V0A",180723
"01V0B","V0B",180850
"01V0C","V0C",180977
"01V0E","V0E",181104
"01V0G","V0G",181231
"01V0H","V0H",181358
"01V0J","V0J",181485
"01V0K","V0K",181612
"01V0L","V0L",181739
"01V0M","V0M",181866
"01V0N","V0N",181993
"01V0P","V0P",182120
"01V0R","V0R",182247
"01V0S","V0S",182374
"01V0T","V0T",182501
"01V0V","V0V",182628
"01V0W","V0W",182755
"01V0X","V0X",182882
"01V1A","V1A",183009
"01V1B","V1B",183136
"01V1C","V1C",183263
"01V1E","V1E",183390
"01V1G","V1G",183517
"01V1H","V1H",183644
"01V1J","V1J",183771
"01V1K","V1K",183898
"01V1L","V1L",184025
"01V1M","V1M",184152
"01V1N","V1N",184279
"01V1P","V1P",184406
"01V1R","V1R",184533
"01V1S","V1S",184660
"01V1T","V1T",184787
"01V1V","V1V",184914
"01V1W","V1W",185041
"01V1X","V1X",185168
"01V1Y","V1Y",185295
"01V1Z","V1Z",185422
"01V2A","V2A",185549
"01V2B","V2B",185676
"01V2C","V2C",185803
"01V2E","V2E",185930
"01V2G","V2G",186057
"01V2H","V2H",186184
"01V2J","V2J",186311
"01V2K","V2K",186438
"01V2L","V2L",186565
"01V2M","V2M",186692
"01V2N","V2N",186819
"01V2P","V2P",186946
"01V2R","V2R",187073
"01V2S","V2S",187200
"01V2T","V2T",187327
"01V2V","V2V",187454
"01V2W","V2W",187581
"01V2X","V2X",187708
"01V2Y","V2Y",187835
"01V2Z","V2Z",187962
"01V3A","V3A",188089
"01V3B","V3B",188216
"01V3C","V3C",188343
"01V3E","V3E",188470
"01V3G","V3G",188597
"01V3H","V3H",188724
"01V3J","V3J",188851
"01V3K","V3K",188978
"01V3L","V3L",189105
"01V3M","V3M",189232
"01V3N","V3N",189359
"01V3R","V3R",189486
"01V3S","V3S",189613
"01V3T","V3T",189740
"01V3V","V3V",189867
"01V3W","V3W",189994
"01V3X","V3X",190121
"01V3Y","V3Y",190248
"01V3Z","V3Z",190375
"01V4A","V4A",190502
"01V4B","V4B",190629
"01V4C","V4C",190756
"01V4E","V4E",190883
"01V4G","V4G",191010
"01V4K","V4K",191137
"01V4L","V4L",191264
"01V4M","V4M",191391
"01V4N","V4N",191518
"01V4P","V4P",191645
"01V4R","V4R",191772
"01V4S","V4S",191899
"01V4T","V4T",192026
"01V4V","V4V",192153
"01V4W","V4W",192280
"01V4X","V4X",192407
"01V4Z","V4Z",192534
"01V5A","V5A",192661
"01V5B","V5B",192788
"01V5C","V5C",192915
"01V5E","V5E",193042
"01V5G","V5G",193169
"01V5H","V5H",193296
"01V5J","V5J",193423
"01V5K","V5K",193550
"01V5L","V5L",193677
"01V5M","V5M",193804
"01V5N","V5N",193931
"01V5P","V5P",194058
"01V5R","V5R",194185
"01V5S","V5S",194312
"01V5T","V5T",194439
"01V5V","V5V",194566
"01V5W","V5W",194693
"01V5X","V5X",194820
"01V5Y","V5Y",194947
"01V5Z","V5Z",195074
"01V6A","V6A",195201
"01V6B","V6B",195328
"01V6C","V6C",195455
"01V6E","V6E",195582
"01V6G","V6G",195709
"01V6H","V6H",195836
"01V6J","V6J",195963
"01V6K","V6K",196090
"01V6L","V6L",196217
"01V6M","V6M",196344
"01V6N","V6N",196471
"01V6P","V6P",196598
"01V6R","V6R",196725
"01V6S","V6S",196852
"01V6T","V6T",196979
"01V6V","V6V",197106
"01V6W","V6W",197233
"01V6X","V6X",197360
"01V6Y","V6Y",197487
"01V6Z","V6Z",197614
"01V7A","V7A",197741
"01V7B","V7B",197868
"01V7C","V7C",197995
"01V7E","V7E",198122
"01V7G","V7G",198249
"01V7H","V7H",198376
"01V7J","V7J",198503
"01V7K","V7K",198630
"01V7L","V7L",198757
"01V7M","V7M",198884
"01V7N","V7N",199011
"01V7P","V7P",199138
"01V7R","V7R",199265
"01V7S","V7S",199392
"01V7T","V7T",199519
"01V7V","V7V",199646
"01V7W","V7W",199773
"01V8A","V8A",199900
"01V8B","V8B",200027
"01V8C","V8C",200154
"01V8G","V8G",200281
"01V8J","V8J",200408
"01V8K","V8K",200535
"01V8L","V8L",200662
"01V8M","V8M",200789
"01V8N","V8N",200916
"01V8P","V8P",201043
"01V8R","V8R",201170
"01V8S","V8S",201297
"01V8T","V8T",201424
"01V8V","V8V",201551
"01V8W","V8W",201678
"01V8X","V8X",201805
"01V8Y","V8Y",201932
"01V8Z","V8Z",202059
"01V9A","V9A",202186
"01V9B","V9B",202313
"01V9C","V9C",202440
"01V9E","V9E",202567
"01V9G","V9G",202694
"01V9H","V9H",202821
"01V9J","V9J",202948
"01V9K","V9K",203075
"01V9L","V9L",203202
"01V9M","V9M",203329
"01V9N","V9N",203456
"01V9P","V9P",203583
"01V9R","V9R",203710
"01V9S","V9S",203837
"01V9T","V9T",203964
"01V9V","V9V",204091
"01V9W","V9W",204218
"01V9X","V9X",204345
"01V9Y","V9Y",204472
"01V9Z","V9Z",204599
"01X0A","X0A",204726
"01X0B","X0B",204853
"01X0C","X0C",204980
"01X0E","X0E",205107
"01X0G","X0G",205234
"01X1A","X1A",205361
"01Y0A","Y0A",205488
"01Y0B","Y0B",205615
"01Y1A","Y1A",205742
